interval_begin;interval_end;interval_id;edge_arrived;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_left;edge_sampledSeconds
5100.00;5400.00;MEAN_TRAVEL_TIME;0;0;0;405040582;0;0;0;0.00
5100.00;5400.00;MEAN_TRAVEL_TIME;0;0;0;778959588;0;0;0;0.00
5100.00;5400.00;MEAN_TRAVEL_TIME;0;0;0;L23_L2;0;0;0;0.00
5100.00;5400.00;MEAN_TRAVEL_TIME;0;0;0;L2_L1;0;0;0;0.00
5100.00;5400.00;MEAN_TRAVEL_TIME;0;0;0;L3_L23;0;0;0;0.00
5100.00;5400.00;MEAN_TRAVEL_TIME;0;0;0;L4_L3;0;0;0;0.00
5100.00;5400.00;MEAN_TRAVEL_TIME;0;0;0;L4_LS4;0;0;0;0.00
5100.00;5400.00;MEAN_TRAVEL_TIME;0;0;0;L5_L4;0;0;0;0.00
5100.00;5400.00;MEAN_TRAVEL_TIME;0;0;0;L6_L5;0;0;0;0.00
5100.00;5400.00;MEAN_TRAVEL_TIME;0;0;0;LS3_L3;0;0;0;0.00
5100.00;5400.00;MEAN_TRAVEL_TIME;0;0;0;LS4_LS41s;0;0;0;0.00
5100.00;5400.00;MEAN_TRAVEL_TIME;0;296;0;R1_R2;168;168;291;14133.03
5100.00;5400.00;MEAN_TRAVEL_TIME;0;0;291;R2_R3;0;0;293;738.69
5100.00;5400.00;MEAN_TRAVEL_TIME;0;0;293;R3_R4;1;1;292;342.32
5100.00;5400.00;MEAN_TRAVEL_TIME;0;58;291;R4_R5;42;42;344;3868.83
5100.00;5400.00;MEAN_TRAVEL_TIME;0;0;0;R4_RS4;0;0;0;0.00
5100.00;5400.00;MEAN_TRAVEL_TIME;15;0;357;R5_R6;0;0;340;1466.35
5100.00;5400.00;MEAN_TRAVEL_TIME;322;0;340;R6_R7;18;18;15;2678.43
5100.00;5400.00;MEAN_TRAVEL_TIME;14;0;15;R7_R8;2;2;0;659.38
5100.00;5400.00;MEAN_TRAVEL_TIME;0;15;0;RS5_R5;0;0;15;291.96
